,compound,date,negative,neutral,positive,tn,tweet,user
397,0.5106,Fri Mar 23 10:35:33 +0000 2018,0.0,0.82,0.18,397,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/vJDTGBX6TX https://t.co/5iSvkxJJCX,@CNN
398,-0.6908,Fri Mar 23 10:19:43 +0000 2018,0.305,0.695,0.0,398,Three firefighters died Thursday while battling two different blazes in Pennsylvania and New York.… https://t.co/mIUb9fSvEe,@CNN
399,0.0,Fri Mar 23 10:12:33 +0000 2018,0.0,1.0,0.0,399,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/Dif1eZnXqt,@CNN
400,0.0,Fri Mar 23 10:12:33 +0000 2018,0.0,1.0,0.0,400,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/Dif1eZnXqt,@CNN
401,0.0,Fri Mar 23 09:53:21 +0000 2018,0.0,1.0,0.0,401,Interview on alleged affair tests Trump's vow of silence | Analysis by @StCollinson https://t.co/IhBb8p18zQ https://t.co/jo7tNI6Aal,@CNN
402,0.34,Fri Mar 23 09:40:02 +0000 2018,0.0,0.876,0.124,402,President Trump's appointment of John Bolton as national security adviser could mark a belligerent turn for the adm… https://t.co/2YgkMYUaSj,@CNN
403,-0.296,Fri Mar 23 09:36:25 +0000 2018,0.115,0.885,0.0,403,"The Dalai Lama, the globe-trotting Tibetan spiritual leader, will do no more traveling this year, a spokesman said,… https://t.co/ag3bcVcQWs",@CNN
404,-0.5106,Fri Mar 23 09:16:39 +0000 2018,0.193,0.807,0.0,404,The Austin bomber showed no remorse in a 25-minute confession video that he recorded hours before he blew himself u… https://t.co/4zl8Oyndq1,@CNN
405,0.4588,Fri Mar 23 09:07:47 +0000 2018,0.0,0.833,0.167,405,"A huge, swirling pile of trash in the Pacific Ocean is growing faster than expected and is now three times the size… https://t.co/7s7GHT1eHM",@CNN
406,-0.5423,Fri Mar 23 09:03:10 +0000 2018,0.179,0.821,0.0,406,Why Donald Trump's China tariffs are likely to be a bad thing for him | Analysis by @CillizzaCNN… https://t.co/IHSn4PZNuG,@CNN
407,0.0516,Fri Mar 23 08:46:47 +0000 2018,0.111,0.769,0.12,407,Russian rap pioneers are losing faith with a new generation of rappers they say are absorbed by flashy lifestyles s… https://t.co/aaDAcY7fh6,@CNN
408,0.0,Fri Mar 23 08:27:43 +0000 2018,0.0,1.0,0.0,408,Only 117 years 'til this asteroid (possibly) hits us | By Don Lincoln via @CNNOpinion https://t.co/jBssaHcvXK https://t.co/luAXwQvGJP,@CNN
409,-0.4767,Fri Mar 23 08:12:19 +0000 2018,0.147,0.853,0.0,409,"It's ""highly likely"" Moscow is behind nerve agent attack in Salisbury, according to EU leaders. 

After meeting wit… https://t.co/68UlXENieI",@CNN
410,0.0,Fri Mar 23 07:58:17 +0000 2018,0.0,1.0,0.0,410,"Poland has some of the most restrictive laws in Europe when it comes to abortion. An estimated 80,000 Polish women… https://t.co/pAqDeqdMyP",@CNN
411,0.0,Fri Mar 23 07:46:14 +0000 2018,0.0,1.0,0.0,411,"Ex-Playboy model Karen McDougal spoke to CNN about her alleged affair with Trump

• Claims they were together ""many… https://t.co/VFf1ILVxwJ",@CNN
412,0.0,Fri Mar 23 07:36:20 +0000 2018,0.0,1.0,0.0,412,"An unauthorized vehicle drove onto a US Air Force base in northern California, crashed and erupted into flames, kil… https://t.co/v1yedH0LFA",@CNN
413,0.0258,Fri Mar 23 07:32:10 +0000 2018,0.067,0.861,0.072,413,Former Playboy model Karen McDougal tells CNN in an exclusive interview that President Trump tried to pay her after… https://t.co/9dvxKuDkmZ,@CNN
414,0.2411,Fri Mar 23 06:50:16 +0000 2018,0.044,0.874,0.082,414,"""China does not want a trade war, but China is not afraid of a trade war.""

The US and China hit each other with bi… https://t.co/6zh8pzyxtL",@CNN
415,-0.296,Fri Mar 23 06:46:04 +0000 2018,0.115,0.885,0.0,415,"The Dalai Lama, the globe-trotting Tibetan spiritual leader, will do no more traveling this year, a spokesman said,… https://t.co/2ouxnlIaMp",@CNN
416,0.0,Fri Mar 23 06:40:26 +0000 2018,0.0,1.0,0.0,416,"Barack Obama made his first trip to New Zealand. Before meeting with Prime Minister Jacinda Ardern, he was welcomed… https://t.co/brp5r5rYnO",@CNN
417,0.0,Fri Mar 23 06:31:04 +0000 2018,0.0,1.0,0.0,417,"When students of Marjory Stoneman Douglas return to class after spring break next week, they'll be required to carr… https://t.co/S4LrToOGdK",@CNN
418,0.5574,Fri Mar 23 06:16:04 +0000 2018,0.0,0.805,0.195,418,"Taylor Swift has sold more than 2 million copies of ""Reputation"" -- making it the first album to accomplish that fe… https://t.co/OErdUsXzYl",@CNN
419,0.0,Fri Mar 23 06:01:04 +0000 2018,0.0,1.0,0.0,419,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/RHzrhtqCHO",@CNN
420,0.34,Fri Mar 23 05:46:02 +0000 2018,0.122,0.676,0.203,420,"Frank Avruch, who was best known for playing Bozo the Clown, has died at the age of 89, according to his manager… https://t.co/AyAme21y70",@CNN
421,0.4019,Fri Mar 23 05:31:03 +0000 2018,0.0,0.863,0.137,421,Instagram is answering the wish of many of its users: It will once again prioritize newer content… https://t.co/TjWWIiFdlJ,@CNN
422,0.0,Fri Mar 23 05:16:05 +0000 2018,0.0,1.0,0.0,422,"25 years ago, Republicans were more educated than Democrats. Now it's the opposite, a new Pew Research survey shows… https://t.co/BjbRHCAw8W",@CNN
423,0.0,Fri Mar 23 05:06:27 +0000 2018,0.0,1.0,0.0,423,The Senate early Friday passed a $1.3 trillion spending bill that will keep the government funded through the end o… https://t.co/JG1jiYeQG1,@CNN
424,0.0,Fri Mar 23 05:01:06 +0000 2018,0.0,1.0,0.0,424,"""This is an American icon that has to be saved"": The billionaire CEO behind Bratz dolls and Little Tike toys is on… https://t.co/EqmOiJxdWF",@CNN
425,-0.6597,Fri Mar 23 04:46:03 +0000 2018,0.239,0.761,0.0,425,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/SPGJAwvOrD https://t.co/ZAdOCQav25,@CNN
426,0.5719,Fri Mar 23 04:31:04 +0000 2018,0.0,0.821,0.179,426,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/XJzGkgBx0E,@CNN
427,0.0,Fri Mar 23 04:16:00 +0000 2018,0.0,1.0,0.0,427,"What advice would you give to 25-year-old Donald Trump?

Trump: ""Don't run for president"" https://t.co/ps56kS51SW https://t.co/I2vz7dj9r2",@CNN
428,0.296,Fri Mar 23 04:01:56 +0000 2018,0.0,0.885,0.115,428,"Outgoing Secretary of State Rex Tillerson called Washington a ""very mean-spirited town"" in his goodbye address to U… https://t.co/FdB0E1sdoQ",@CNN
429,0.296,Fri Mar 23 03:31:04 +0000 2018,0.0,0.901,0.099,429,"Are you a student taking part in Saturday’s March for Our Lives? Share your photos with CNN, along with your name,… https://t.co/w8YmSryPAl",@CNN
430,0.3818,Fri Mar 23 03:16:06 +0000 2018,0.0,0.874,0.126,430,"Charlotte Pence says she's ""all for"" comedian John Oliver's parody book, which depicts her family's pet rabbit Marl… https://t.co/LDEmFETq9k",@CNN
431,0.5106,Fri Mar 23 03:01:01 +0000 2018,0.0,0.82,0.18,431,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/ub7yGde1kM https://t.co/wQbKAf6BdY,@CNN
432,-0.3612,Fri Mar 23 02:53:07 +0000 2018,0.111,0.889,0.0,432,Sears had some of its debt downgraded to default status for the first time this week because it completed a refinan… https://t.co/8sCHkFrher,@CNN
433,0.0,Fri Mar 23 02:49:26 +0000 2018,0.0,1.0,0.0,433,John Bolton's move to the White House signals a more hawkish turn https://t.co/9SuX78dCPs https://t.co/MHZ6ArwY0I,@CNN
434,-0.5574,Fri Mar 23 02:46:01 +0000 2018,0.231,0.708,0.061,434,"A number of independent Russian media outlets have boycotted the State Duma, the country's lower chamber of parliam… https://t.co/OOXuh4c95N",@CNN
435,0.0,Fri Mar 23 02:41:46 +0000 2018,0.0,1.0,0.0,435,"""It's been 36 days and nothing's happened."" Parkland shooting survivors, including Aalayah Eastmond, visited Washin… https://t.co/KoLOuNyCpr",@CNN
436,-0.2263,Fri Mar 23 02:36:33 +0000 2018,0.095,0.905,0.0,436,"Protesters marched into City Hall in Sacramento, California, and onto an interstate highway as the mayor called for… https://t.co/wUoSNr4g1f",@CNN
437,0.34,Fri Mar 23 02:31:02 +0000 2018,0.0,0.87,0.13,437,"""Thursday's announcement about Fox commentator turned National Security Adviser John Bolton is just the latest exam… https://t.co/WX2vNV3WqH",@CNN
438,0.0,Fri Mar 23 02:21:19 +0000 2018,0.0,1.0,0.0,438,"RT @CNNTonight: Ryan Lizza: John Bolton is ""the most consequential personnel pick that Donald Trump has made by far"" https://t.co/SCZevRMqe…",@CNN
439,0.0,Fri Mar 23 02:16:02 +0000 2018,0.0,1.0,0.0,439,The CIA paints a fuller picture of director nominee Gina Haspel's biography https://t.co/FodRfRSNIe https://t.co/URolyBU0Oi,@CNN
440,-0.296,Fri Mar 23 02:07:59 +0000 2018,0.178,0.739,0.083,440,Democrats are touting that the massive new spending bill will now allow the federal government to conduct gun viole… https://t.co/hu6jZa619Y,@CNN
441,-0.1336,Fri Mar 23 02:01:20 +0000 2018,0.129,0.871,0.0,441,"Former Playboy model Karen McDougal's message to Melania Trump: ""I'm sorry. ... I wouldn't want it done to me""… https://t.co/KnqXyGLtfU",@CNN
442,-0.5267,Fri Mar 23 01:51:37 +0000 2018,0.139,0.861,0.0,442,"""I was disgusted. I had not seen that in him at all when our relationship was going on."" Karen McDougal, a former P… https://t.co/8C7S8oHNti",@CNN
443,0.0,Fri Mar 23 01:40:58 +0000 2018,0.0,1.0,0.0,443,"""What can you say, except, I'm sorry?"" Karen McDougal, a former Playboy model who is alleging an affair more than a… https://t.co/K33cVe4e7m",@CNN
444,0.0,Fri Mar 23 01:29:24 +0000 2018,0.0,1.0,0.0,444,"RT @AC360: Former Playboy model McDougal on Trump's ""Access Hollywood"" tape: ""Not the man that I knew"" https://t.co/xjzeDwyHyi https://t.co…",@CNN
445,-0.4404,Fri Mar 23 01:28:46 +0000 2018,0.136,0.809,0.055,445,"""I voted for Donald. Why would I want to damage him?"" Former Playboy model Karen McDougal says her intention in tel… https://t.co/GU2l5y3s8o",@CNN
446,0.0,Fri Mar 23 01:24:11 +0000 2018,0.0,1.0,0.0,446,John Bolton says his past comments are now behind him as he gears up for White House role https://t.co/UMgs6jzRhA https://t.co/rVT73TrUbM,@CNN
447,0.3612,Fri Mar 23 01:01:40 +0000 2018,0.0,0.851,0.149,447,"BREAKING: China plans to slap tariffs on $3 billion worth of US products ranging from pork to steel pipes, after US… https://t.co/eSFCGxGwN8",@CNN
448,0.0,Fri Mar 23 00:56:38 +0000 2018,0.0,1.0,0.0,448,"Karen McDougal says she had a 10-month sexual relationship with Donald Trump before he was President, and they were… https://t.co/KP9WHDwqmk",@CNN
449,-0.3612,Fri Mar 23 00:46:11 +0000 2018,0.116,0.884,0.0,449,Former Playboy model Karen McDougal is alleging an affair more than a decade ago with Donald Trump. Fighting back t… https://t.co/cgLi7TzLHm,@CNN
450,0.5267,Fri Mar 23 00:18:32 +0000 2018,0.0,0.841,0.159,450,The House Judiciary chair subpoenas the Justice Department for documents related to the Clinton email probe and for… https://t.co/g4gfeZB7qQ,@CNN
451,0.0,Fri Mar 23 00:14:20 +0000 2018,0.0,1.0,0.0,451,"RT @OutFrontCNN: ""That Facebook data, by the way, is for sale...all over the world"" - Steve Bannon offers what Dana Bash refers to as a ""no…",@CNN
452,0.0,Fri Mar 23 00:12:41 +0000 2018,0.0,1.0,0.0,452,Former White House chief strategist Steve Bannon said he doesn't remember purchasing personal information from Face… https://t.co/6MaNDCWwOs,@CNN
453,0.296,Fri Mar 23 00:08:51 +0000 2018,0.0,0.905,0.095,453,"RT @AC360: Coming up: Speaking with @andersoncooper, former Playboy model Karen McDougal shares details of an alleged affair she had with D…",@CNN
454,-0.5574,Fri Mar 23 00:07:49 +0000 2018,0.141,0.859,0.0,454,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, has died -- a week after the company announced it will be fo… https://t.co/ENft0Wnjy5",@CNN
455,0.0258,Fri Mar 23 00:00:09 +0000 2018,0.067,0.861,0.072,455,Former Playboy model Karen McDougal tells CNN in an exclusive interview that President Trump tried to pay her after… https://t.co/W18WYPl9Wm,@CNN
456,0.5106,Thu Mar 22 23:56:05 +0000 2018,0.0,0.829,0.171,456,The students-turned-activists who survived a mass shooting at their Florida high school last month are featured on… https://t.co/9qPY7HKsms,@CNN
457,0.2023,Thu Mar 22 23:51:06 +0000 2018,0.0,0.886,0.114,457,"Chris Evans is probably done playing Captain America after the fourth ""Avengers"" movie https://t.co/RyPbPmxU53 https://t.co/sVFYdBITaK",@CNN
458,0.2023,Thu Mar 22 23:49:36 +0000 2018,0.053,0.865,0.083,458,"RT @AC360: ""After we had been intimate, he tried to pay me."" Former Playboy model Karen McDougal shares details of an alleged affair she ha…",@CNN
459,-0.5574,Thu Mar 22 23:47:03 +0000 2018,0.184,0.816,0.0,459,"A 19-year-old American student who was in Bermuda competing in a rugby tournament died from a fall, an independent… https://t.co/GtyxVKdtcv",@CNN
460,0.3182,Thu Mar 22 23:44:21 +0000 2018,0.0,0.897,0.103,460,"RT @OutFrontCNN: ""The difference between H.R. McMaster and John Bolton...is vast. Donald Trump is, as we are watching, remaking huge swaths…",@CNN
461,0.2732,Thu Mar 22 23:44:14 +0000 2018,0.096,0.723,0.181,461,National security adviser H.R. McMaster has agreed to resign and will be replaced by former US ambassador and Fox N… https://t.co/ps50mi5VFK,@CNN
462,-0.7579,Thu Mar 22 23:34:44 +0000 2018,0.228,0.772,0.0,462,"RT @CNNMoney: China's embassy in Washington says the country would fight a trade war with the US ""to the end"" and calls Trump's trade actio…",@CNN
463,-0.4588,Thu Mar 22 23:25:15 +0000 2018,0.174,0.826,0.0,463,"President Donald Trump said former Vice President Joe Biden ""would go down fast and hard"" in a fight after Biden su… https://t.co/J8yE1TUgEP",@CNN
464,0.0,Thu Mar 22 23:16:06 +0000 2018,0.0,1.0,0.0,464,Only 117 years 'til this asteroid (possibly) hits us | By Don Lincoln via @CNNOpinion https://t.co/KjqhVW4vEZ https://t.co/E8ndh7fj7W,@CNN
465,-0.0516,Thu Mar 22 23:09:16 +0000 2018,0.054,0.946,0.0,465,"Former White House chief strategist Steve Bannon said if White House chief of staff John Kelly were to leave, he do… https://t.co/ZJlOXOIuc6",@CNN
466,0.2023,Thu Mar 22 22:56:04 +0000 2018,0.062,0.841,0.097,466,"""After we had been intimate, he tried to pay me."" Former Playboy model Karen McDougal shares details of an alleged… https://t.co/7K7KB5L8j0",@CNN
467,0.128,Thu Mar 22 22:50:15 +0000 2018,0.094,0.788,0.118,467,President Trump's national security adviser H.R. McMaster is resigning. He'll be replaced by former UN Ambassador J… https://t.co/t4Rgr7hxdC,@CNN
468,0.0,Thu Mar 22 22:46:03 +0000 2018,0.0,1.0,0.0,468,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement https://t.co/ojeKFlOYh6",@CNN
469,-0.1779,Thu Mar 22 22:41:04 +0000 2018,0.138,0.756,0.107,469,"The FBI and Department of Homeland Security are investigating a ransomware attack on the city of Atlanta, city offi… https://t.co/KbAruv1Wb3",@CNN
470,0.128,Thu Mar 22 22:40:57 +0000 2018,0.094,0.788,0.118,470,BREAKING: President Trump's national security adviser H.R. McMaster is resigning. He'll be replaced by former UN Am… https://t.co/3PQcIne1g5,@CNN
471,-0.6597,Thu Mar 22 22:36:03 +0000 2018,0.239,0.761,0.0,471,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/1F5JHggH8k https://t.co/cD94m14TsW,@CNN
472,0.0,Thu Mar 22 22:31:03 +0000 2018,0.0,1.0,0.0,472,"Ken Isaacs, the Trump administration pick to head the international organization that coordinates assistance to mig… https://t.co/1C921S9rmx",@CNN
473,0.4576,Thu Mar 22 22:26:05 +0000 2018,0.0,0.786,0.214,473,The 13 most interesting lines from CNN's Mark Zuckerberg interview https://t.co/3Ufce7cxrI https://t.co/cq5YC1dayY,@CNN
474,0.5719,Thu Mar 22 22:21:05 +0000 2018,0.0,0.821,0.179,474,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/eqsGxvHmyT,@CNN
475,-0.0772,Thu Mar 22 22:16:05 +0000 2018,0.155,0.657,0.188,475,Some significant proposals championed by Education Secretary Betsy DeVos and President Donald Trump were rejected i… https://t.co/hoqv7DQ1qz,@CNN
476,0.0,Thu Mar 22 22:11:06 +0000 2018,0.0,1.0,0.0,476,These are the posters students will be carrying at the March for Our Lives https://t.co/vOSZaqKvld https://t.co/5u6iKIvMUm,@CNN
477,0.5106,Thu Mar 22 22:06:04 +0000 2018,0.0,0.852,0.148,477,Nigerian President Muhammadu Buhari has vowed to free the only Dapchi schoolgirl believed to still be in Boko Haram… https://t.co/6Eanm2ZsfR,@CNN
478,-0.2023,Thu Mar 22 22:02:58 +0000 2018,0.214,0.605,0.181,478,"RT @CNNSitRoom: Former US attorney @PreetBharara says there's ""significant worry"" that President Trump may fire special counsel Robert Muel…",@CNN
479,0.0,Thu Mar 22 22:01:09 +0000 2018,0.0,1.0,0.0,479,"The Saudi crown prince bragged about his relationship with Jared Kushner, The Intercept reports… https://t.co/y3oxFiREhM",@CNN
480,-0.296,Thu Mar 22 21:56:05 +0000 2018,0.115,0.885,0.0,480,"The Dalai Lama, the globe-trotting Tibetan spiritual leader, will do no more traveling this year, a spokesman said,… https://t.co/Kn86LGi6pF",@CNN
481,-0.4215,Thu Mar 22 21:51:52 +0000 2018,0.186,0.724,0.09,481,"RT @CNNSitRoom: ""This is a clear sign that the President is more and more likely to take the unacceptable step of abruptly firing Robert Mu…",@CNN
482,-0.8591,Thu Mar 22 21:51:05 +0000 2018,0.373,0.627,0.0,482,"New video of the fatal crash involving a self-driving Uber vehicle in Tempe, Arizona, shows a failure of the expect… https://t.co/2red1nEooR",@CNN
483,-0.5423,Thu Mar 22 21:46:03 +0000 2018,0.179,0.821,0.0,483,Why Donald Trump's China tariffs are likely to be a bad thing for him | Analysis by @CillizzaCNN… https://t.co/btdb30prCR,@CNN
484,-0.636,Thu Mar 22 21:41:13 +0000 2018,0.278,0.615,0.107,484,"This nonprofit helps families battling late-stage cancer by arranging trips -- which they call ""WOW! Experiences"" -… https://t.co/A5UdKrsg8l",@CNN
485,0.0,Thu Mar 22 21:38:14 +0000 2018,0.087,0.826,0.087,485,Vanity Fair's decision to put actress Lena Waithe on the magazine's latest cover is being hailed as a watershed mom… https://t.co/fkRabadqwq,@CNN
486,-0.8591,Thu Mar 22 21:31:27 +0000 2018,0.486,0.514,0.0,486,Why are some violent acts labeled terrorism and others not? https://t.co/Q43ZYKUnEQ,@CNN
487,0.0258,Thu Mar 22 21:29:19 +0000 2018,0.0,0.932,0.068,487,What's not in the omnibus is what matters most | Analysis by CNN's Gregory Krieg https://t.co/e91KCedggg https://t.co/iFwodhB6BM,@CNN
488,-0.5574,Thu Mar 22 21:20:00 +0000 2018,0.153,0.847,0.0,488,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, died Thursday -- a week after the company announced it will… https://t.co/d8Z5zYyr3c",@CNN
489,0.2732,Thu Mar 22 21:18:43 +0000 2018,0.0,0.89,0.11,489,"""Well here it is, all 2,232 budget-busting pages."" Sen. Rand Paul is live-tweeting Congress' omnibus spending bill… https://t.co/4PqXGvxC2I",@CNN
490,0.9418,Thu Mar 22 21:12:04 +0000 2018,0.0,0.503,0.497,490,"Feel more confident and you'll be more successful. Keep ""confidence logs"" and ""brag books."" Dress for success. Powe… https://t.co/jkUh0or0wc",@CNN
491,-0.7351,Thu Mar 22 21:07:40 +0000 2018,0.279,0.721,0.0,491,"Queen Latifah released a statement saying her mother, Rita Owens, has died after a longtime battle with heart disea… https://t.co/TzZLgLrNip",@CNN
492,0.0,Thu Mar 22 20:59:42 +0000 2018,0.0,1.0,0.0,492,The massive congressional spending bill that would fund the federal government through September includes a proposa… https://t.co/YMVvlY0ScV,@CNN
493,0.0,Thu Mar 22 20:57:26 +0000 2018,0.0,1.0,0.0,493,"""This is an American icon that has to be saved"": The billionaire CEO behind Bratz dolls and Little Tike toys is on… https://t.co/fjAiTan1Zl",@CNN
494,-0.2023,Thu Mar 22 20:53:18 +0000 2018,0.096,0.904,0.0,494,"Rep. Adam Schiff says he thinks the controversial data firm, Cambridge Analytica, should testify before Congress in… https://t.co/RGikQNEE6E",@CNN
495,0.0,Thu Mar 22 20:47:14 +0000 2018,0.071,0.857,0.071,495,"Democratic Rep. Adam Schiff on Trump's legal team shakeups: Republicans need to ""urge the passage of a bill that pr… https://t.co/mYtwLrAXtr",@CNN
496,-0.5574,Thu Mar 22 20:36:06 +0000 2018,0.141,0.859,0.0,496,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, has died -- a week after the company announced it will be fo… https://t.co/luSsxrIZX6",@CNN
497,0.0,Thu Mar 22 20:31:37 +0000 2018,0.0,1.0,0.0,497,"Asked what advice he would give to his 25-year-old self, President Trump had this to say: ""Don't run for president.… https://t.co/fVJP2bDGRU",@CNN
498,-0.3182,Thu Mar 22 20:23:11 +0000 2018,0.108,0.892,0.0,498,"RT @TheLeadCNN: After John Dowd resigns, @PamelaBrownCNN says the relationship between Donald Trump and his lead lawyer had been ""strained""…",@CNN
499,0.0,Thu Mar 22 20:19:50 +0000 2018,0.0,1.0,0.0,499,Facebook dipped 2.7% after CEO Mark Zuckerberg made his first public comments since the Cambridge Analytica scandal… https://t.co/djcYBDqA7Y,@CNN
